devices,date,time_slot,kfz_h,sv_h
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,00-04,940.0,309.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,04-08,6059.5,1037.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,08-12,11457.0,534.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,12-16,11320.0,330.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,16-20,6319.0,236.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-04,20-24,1653.0,102.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,00-04,525.0,66.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,04-08,3406.0,100.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,08-12,8163.0,130.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,12-16,10185.0,152.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,16-20,4437.0,126.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-05,20-24,1495.0,100.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,00-04,619.0,375.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,04-08,2953.0,1238.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,08-12,3798.0,691.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,12-16,5711.0,1400.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,16-20,5221.0,1091.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-06,20-24,1468.0,311.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,00-04,564.0,326.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,04-08,3693.0,1443.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,08-12,5933.0,1547.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,12-16,5954.0,1710.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,16-20,5753.0,1119.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-07,20-24,1686.0,310.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,00-04,583.0,322.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,04-08,4119.0,1386.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,08-12,6861.0,1459.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,12-16,6736.0,1719.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,16-20,6427.0,1047.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-08,20-24,2041.0,331.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,00-04,675.0,359.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,04-08,4128.0,1348.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,08-12,6610.0,1463.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,12-16,6793.0,1492.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,16-20,7318.0,922.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-09,20-24,2587.0,277.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,00-04,662.0,318.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-10,04-08,4271.0,1149.0
