date,time_slot,lt
2024-11-22,08-12,-0.38
2024-11-22,12-16,0.55
2024-11-22,16-20,-0.01
2024-11-22,20-24,0.66
2024-11-23,00-04,1.61
2024-11-23,04-08,0.99
2024-11-23,08-12,3.07
2024-11-23,12-16,4.72
2024-11-23,16-20,0.98
2024-11-23,20-24,0.69
2024-11-24,00-04,3.68
2024-11-24,04-08,5.92
2024-11-24,08-12,7.58
2024-11-24,12-16,10.77
2024-11-24,16-20,10.03
2024-11-24,20-24,8.58
2024-11-25,00-04,6.13
2024-11-25,04-08,7.74
2024-11-25,08-12,7.4
2024-11-25,12-16,14.43
2024-11-25,16-20,9.14
2024-11-25,20-24,4.67
2024-11-26,00-04,5.38
2024-11-26,04-08,7.0
2024-11-26,08-12,7.4
2024-11-26,12-16,8.82
2024-11-26,16-20,6.64
2024-11-26,20-24,5.11
2024-11-27,00-04,2.99
2024-11-27,04-08,1.87
2024-11-27,08-12,3.76
2024-11-27,12-16,8.55
2024-11-27,16-20,4.6
2024-11-27,20-24,5.18
2024-11-28,00-04,7.59
2024-11-28,04-08,7.47
2024-11-28,08-12,5.24
2024-11-28,12-16,3.81
2024-11-28,16-20,2.98
2024-11-28,20-24,3.19
2024-11-29,00-04,3.22
2024-11-29,04-08,2.24
2024-11-29,08-12,2.97
2024-11-29,12-16,5.42
2024-11-29,16-20,3.0
2024-11-29,20-24,0.49
2024-11-30,00-04,-0.06
2024-11-30,04-08,-0.74
2024-11-30,08-12,0.84
2024-11-30,12-16,4.5
2024-11-30,16-20,1.3
2024-11-30,20-24,-0.86
2024-12-01,00-04,-3.16
2024-12-01,04-08,-4.64
2024-12-01,08-12,-3.82
2024-12-01,12-16,-1.71
2024-12-01,16-20,-1.68
2024-12-01,20-24,-3.03
2024-12-02,00-04,-5.57
2024-12-02,04-08,-5.66
2024-12-02,08-12,-0.27
2024-12-02,12-16,6.31
2024-12-02,16-20,2.51
2024-12-02,20-24,0.36
2024-12-03,00-04,3.71
2024-12-03,04-08,4.77
2024-12-03,08-12,4.18
2024-12-03,12-16,4.58
2024-12-03,16-20,3.59
2024-12-03,20-24,2.8
2024-12-04,00-04,2.69
2024-12-04,04-08,2.08
2024-12-04,08-12,1.87
2024-12-04,12-16,2.89
2024-12-04,16-20,1.29
2024-12-04,20-24,0.32
2024-12-05,00-04,-0.42
2024-12-05,04-08,-0.89
2024-12-05,08-12,-0.8
2024-12-05,12-16,2.24
2024-12-05,16-20,-0.13
2024-12-05,20-24,1.13
2024-12-06,00-04,3.19
2024-12-06,04-08,3.11
2024-12-06,08-12,5.64
2024-12-06,12-16,5.91
2024-12-06,16-20,5.62
2024-12-06,20-24,5.09
2024-12-07,00-04,5.22
2024-12-07,04-08,2.18
2024-12-07,08-12,3.3
2024-12-07,12-16,5.14
2024-12-07,16-20,3.56
2024-12-07,20-24,3.46
2024-12-08,00-04,2.79
2024-12-08,04-08,2.33
2024-12-08,08-12,3.33
2024-12-08,12-16,4.18
2024-12-08,16-20,2.23
2024-12-08,20-24,0.49
2024-12-09,00-04,0.74
2024-12-09,04-08,0.5
2024-12-09,08-12,0.99
2024-12-09,12-16,2.45
2024-12-09,16-20,1.32
2024-12-09,20-24,0.32
2024-12-10,00-04,0.16
2024-12-10,04-08,0.44
2024-12-10,08-12,0.96
2024-12-10,12-16,1.6
2024-12-10,16-20,1.64
2024-12-10,20-24,1.49
2024-12-11,00-04,1.12
2024-12-11,04-08,0.8
2024-12-11,08-12,1.91
2024-12-11,12-16,2.8
2024-12-11,16-20,2.11
2024-12-11,20-24,1.6
2024-12-12,00-04,1.1
2024-12-12,04-08,0.46
2024-12-12,08-12,1.42
2024-12-12,12-16,2.83
2024-12-12,16-20,0.85
2024-12-12,20-24,-0.92
2024-12-13,00-04,-1.34
2024-12-13,04-08,-1.34
2024-12-13,08-12,-0.34
2024-12-13,12-16,1.08
2024-12-13,16-20,0.27
2024-12-13,20-24,-0.06
2024-12-14,00-04,-1.03
2024-12-14,04-08,-1.9
2024-12-14,08-12,-0.41
2024-12-14,12-16,3.43
2024-12-14,16-20,3.54
2024-12-14,20-24,4.39
2024-12-15,00-04,2.94
2024-12-15,04-08,2.52
2024-12-15,08-12,3.55
2024-12-15,12-16,4.1
2024-12-15,16-20,3.85
2024-12-15,20-24,3.97
2024-12-16,00-04,3.61
2024-12-16,04-08,4.19
2024-12-16,08-12,6.6
2024-12-16,12-16,8.14
2024-12-16,16-20,6.54
2024-12-16,20-24,2.37
2024-12-17,00-04,1.34
2024-12-17,04-08,2.17
2024-12-17,08-12,5.08
2024-12-17,12-16,6.9
2024-12-17,16-20,2.49
2024-12-17,20-24,1.56
2024-12-18,00-04,0.47
2024-12-18,04-08,0.69
2024-12-18,08-12,6.52
2024-12-18,12-16,8.92
2024-12-18,16-20,9.52
2024-12-18,20-24,8.37
2024-12-19,00-04,6.88
2024-12-19,04-08,1.79
2024-12-19,08-12,3.39
2024-12-19,12-16,8.05
2024-12-19,16-20,7.47
2024-12-19,20-24,4.59
2024-12-20,00-04,2.31
2024-12-20,04-08,1.37
2024-12-20,08-12,1.37
2024-12-20,12-16,2.03
2024-12-20,16-20,1.13
2024-12-20,20-24,0.73
2024-12-21,00-04,-0.37
2024-12-21,04-08,-0.85
2024-12-21,08-12,0.65
2024-12-21,12-16,3.26
2024-12-21,16-20,2.79
2024-12-21,20-24,2.03
2024-12-22,00-04,2.08
2024-12-22,04-08,2.89
2024-12-22,08-12,3.18
2024-12-22,12-16,5.67
2024-12-22,16-20,2.87
2024-12-22,20-24,1.4
2024-12-23,00-04,1.22
2024-12-23,04-08,-0.27
2024-12-23,08-12,0.33
2024-12-23,12-16,1.76
2024-12-23,16-20,1.62
2024-12-23,20-24,1.34
2024-12-24,00-04,1.54
2024-12-24,04-08,0.94
2024-12-24,08-12,1.64
2024-12-24,12-16,1.82
2024-12-24,16-20,1.22
2024-12-24,20-24,0.37
2024-12-25,00-04,-1.2
2024-12-25,04-08,-2.95
2024-12-25,08-12,-1.47
2024-12-25,12-16,1.41
2024-12-25,16-20,-0.24
2024-12-25,20-24,-1.66
2024-12-26,00-04,-3.38
2024-12-26,04-08,-4.6
2024-12-26,08-12,-3.41
2024-12-26,12-16,-0.32
2024-12-26,16-20,-1.88
2024-12-26,20-24,-4.11
2024-12-27,00-04,-3.87
2024-12-27,04-08,-4.83
2024-12-27,08-12,-3.78
2024-12-27,12-16,1.0
2024-12-27,16-20,-1.55
2024-12-27,20-24,-3.53
2024-12-28,00-04,-5.34
2024-12-28,04-08,-6.24
2024-12-28,08-12,-2.86
2024-12-28,12-16,4.03
2024-12-28,16-20,0.04
2024-12-28,20-24,-3.14
2024-12-29,00-04,-4.96
2024-12-29,04-08,-6.0
2024-12-29,08-12,-1.68
2024-12-29,12-16,5.25
2024-12-29,16-20,0.2
2024-12-29,20-24,-3.12
2024-12-30,00-04,-4.78
2024-12-30,04-08,-6.36
2024-12-30,08-12,-5.04
2024-12-30,12-16,-3.48
2024-12-30,16-20,-3.55
2024-12-30,20-24,-4.11
2024-12-31,00-04,-5.36
2024-12-31,04-08,-7.64
2024-12-31,08-12,-5.18
2024-12-31,12-16,2.9
2024-12-31,16-20,-0.79
2024-12-31,20-24,-2.01
